CustomerID,FirstName,LastName,DateOfBirth,AddressID,CustomerTypeID,FullName,Age,Age_Group
10420,Bruna,Henry,1964-04-17 00:00:00.000000,152,2,Bruna Henry,61,Senior
10296,Zandra,Delaney,1988-03-04 00:00:00.000000,579,3,Zandra Delaney,37,Adult
10376,Mardell,Nguyen,1965-06-19 00:00:00.000000,1077,1,Mardell Nguyen,60,Adult
10987,Rosana,Drake,1971-10-26 00:00:00.000000,1196,3,Rosana Drake,54,Adult
10133,Eliseo,Cantu,1977-06-11 00:00:00.000000,756,3,Eliseo Cantu,48,Adult
10673,Demetrius,Roth,1994-05-20 00:00:00.000000,340,1,Demetrius Roth,31,Young Adult
11077,Reynalda,Flynn,1972-03-21 00:00:00.000000,920,3,Reynalda Flynn,53,Adult
10777,Jacquelynn,Bush,1997-09-19 00:00:00.000000,12,3,Jacquelynn Bush,28,Young Adult
10854,Leontine,May,2000-12-07 00:00:00.000000,36,1,Leontine May,25,Young Adult
10512,Deeann,Spears,1961-01-25 00:00:00.000000,905,2,Deeann Spears,64,Senior
10045,Yasuko,Greer,1986-11-09 00:00:00.000000,945,1,Yasuko Greer,39,Adult
10066,Calvin,Donaldson,1967-06-24 00:00:00.000000,517,2,Calvin Donaldson,58,Adult
11082,Pierre,Cross,1989-09-18 00:00:00.000000,463,3,Pierre Cross,36,Adult
10816,Riva,Powell,1972-10-02 00:00:00.000000,109,2,Riva Powell,53,Adult
11083,Elfreda,Sheppard,1994-04-05 00:00:00.000000,1200,3,Elfreda Sheppard,31,Young Adult
10598,Rudy,Lott,1998-11-06 00:00:00.000000,1048,1,Rudy Lott,27,Young Adult
10675,Pete,Marks,1969-06-09 00:00:00.000000,304,2,Pete Marks,56,Adult
10196,BraEdon,Boone,1986-09-13 00:00:00.000000,500,1,BraEdon Boone,39,Adult
10568,Mirtha,Bowman,1965-05-26 00:00:00.000000,606,2,Mirtha Bowman,60,Adult
10748,Glayds,Russo,1996-05-30 00:00:00.000000,620,1,Glayds Russo,29,Young Adult
10740,Eleanora,Gates,1987-07-17 00:00:00.000000,655,2,Eleanora Gates,38,Adult
10161,Unknow,Pena,1975-03-23 00:00:00.000000,634,1,Unknow Pena,50,Adult
10449,Shaun,Arnold,2000-10-07 00:00:00.000000,768,3,Shaun Arnold,25,Young Adult
10044,Jeanmarie,Fulton,1976-10-08 00:00:00.000000,298,3,Jeanmarie Fulton,49,Adult
10676,Ammie,Mcguire,1967-07-07 00:00:00.000000,331,1,Ammie Mcguire,58,Adult
10511,Shaunda,Watkins,1998-01-01 00:00:00.000000,195,3,Shaunda Watkins,28,Young Adult
10759,Reginald,Anthony,1985-02-28 00:00:00.000000,421,1,Reginald Anthony,40,Adult
10425,Suellen,Zimmerman,1986-06-02 00:00:00.000000,956,3,Suellen Zimmerman,39,Adult
10080,Freeman,Kelly,1974-05-31 00:00:00.000000,97,3,Freeman Kelly,51,Adult
10437,Lincoln,Bartlett,1978-02-22 00:00:00.000000,182,2,Lincoln Bartlett,47,Adult
10536,Jamie,Swanson,1996-03-30 00:00:00.000000,523,2,Jamie Swanson,29,Young Adult
10123,Cecille,Spencer,1993-12-05 00:00:00.000000,499,2,Cecille Spencer,32,Young Adult
10436,Chantell,Schneider,1993-01-03 00:00:00.000000,268,3,Chantell Schneider,33,Young Adult
10720,Gabriel,Craft,1984-04-23 00:00:00.000000,1083,3,Gabriel Craft,41,Adult
10118,Tonie,Heath,1993-01-14 00:00:00.000000,681,1,Tonie Heath,33,Young Adult
10208,Barton,Hart,1976-09-30 00:00:00.000000,251,3,Barton Hart,49,Adult
10253,Charita,Farmer,1999-11-28 00:00:00.000000,137,3,Charita Farmer,26,Young Adult
10843,Salena,Burton,1968-10-30 00:00:00.000000,77,2,Salena Burton,57,Adult
10793,Marinda,David,1960-05-08 00:00:00.000000,375,1,Marinda David,65,Senior
10689,Melita,Beach,1968-06-12 00:00:00.000000,754,1,Melita Beach,57,Adult
10755,Damien,Hatfield,1960-12-28 00:00:00.000000,824,2,Damien Hatfield,65,Senior
10384,Mammie,Faulkner,,988,2,Mammie Faulkner,45,Adult
10900,Shirleen,Gamble,1960-02-20 00:00:00.000000,962,1,Shirleen Gamble,65,Senior
10320,Lavera,Keller,1989-05-20 00:00:00.000000,244,1,Lavera Keller,36,Adult
10170,Benito,Talley,1969-07-17 00:00:00.000000,335,1,Benito Talley,56,Adult
10813,Rasheeda,Holt,1990-02-02 00:00:00.000000,1012,3,Rasheeda Holt,35,Young Adult
10267,Toshia,Reyes,1973-11-10 00:00:00.000000,1196,2,Toshia Reyes,52,Adult
10046,Lilli,Hyde,1963-06-18 00:00:00.000000,364,1,Lilli Hyde,62,Senior
10821,Kathrin,Rocha,1963-08-07 00:00:00.000000,1052,1,Kathrin Rocha,62,Senior
10240,Criselda,Hull,1989-08-07 00:00:00.000000,844,1,Criselda Hull,36,Adult
10875,Kanisha,Houston,1989-08-31 00:00:00.000000,992,2,Kanisha Houston,36,Adult
10819,Shane,Aguirre,1981-11-20 00:00:00.000000,1103,1,Shane Aguirre,44,Adult
10467,Mike,Keith,1987-01-01 00:00:00.000000,595,2,Mike Keith,39,Adult
10904,Jason,Cameron,1973-07-07 00:00:00.000000,596,3,Jason Cameron,52,Adult
10902,The,Lindsey,1992-11-25 00:00:00.000000,480,1,The Lindsey,33,Young Adult
10531,Kurtis,Cardenas,1964-04-21 00:00:00.000000,160,2,Kurtis Cardenas,61,Senior
10677,Gianna,Day,1995-04-28 00:00:00.000000,1091,3,Gianna Day,30,Young Adult
10991,Nieves,Baird,1968-11-06 00:00:00.000000,233,1,Nieves Baird,57,Adult
10145,Unknow,Rogers,1985-03-22 00:00:00.000000,869,2,Unknow Rogers,40,Adult
10655,Lurlene,Carver,1965-04-01 00:00:00.000000,931,3,Lurlene Carver,60,Adult
10400,Maryam,Small,1990-09-28 00:00:00.000000,556,2,Maryam Small,35,Young Adult
10580,Val,Romero,1991-11-01 00:00:00.000000,103,3,Val Romero,34,Young Adult
10209,Eleni,Joyner,1998-08-11 00:00:00.000000,541,2,Eleni Joyner,27,Young Adult
10639,Mitch,Carver,1987-11-26 00:00:00.000000,99,1,Mitch Carver,38,Adult
10479,Bernardine,Reeves,1969-02-03 00:00:00.000000,120,3,Bernardine Reeves,56,Adult
10849,Dino,Calhoun,1983-12-23 00:00:00.000000,480,2,Dino Calhoun,42,Adult
10401,Hilaria,Rasmussen,1994-01-08 00:00:00.000000,96,3,Hilaria Rasmussen,32,Young Adult
10668,Edison,Walsh,1973-11-07 00:00:00.000000,727,1,Edison Walsh,52,Adult
11076,Devorah,Kline,1996-02-14 00:00:00.000000,423,1,Devorah Kline,29,Young Adult
10881,Lachelle,Jones,1998-09-01 00:00:00.000000,1104,3,Lachelle Jones,27,Young Adult
10560,Quentin,Pope,1993-06-10 00:00:00.000000,967,1,Quentin Pope,32,Young Adult
10679,Pandora,Cooley,1969-03-31 00:00:00.000000,1018,3,Pandora Cooley,56,Adult
10579,Hong,Carson,1970-03-20 00:00:00.000000,658,1,Hong Carson,55,Adult
10311,Vashti,Gross,1995-06-19 00:00:00.000000,28,2,Vashti Gross,30,Young Adult
10681,Odell,Estrada,1989-08-03 00:00:00.000000,399,2,Odell Estrada,36,Adult
10988,Van,Hinton,1974-12-31 00:00:00.000000,69,3,Van Hinton,51,Adult
10696,Timothy,Fernandez,1968-09-02 00:00:00.000000,328,1,Timothy Fernandez,57,Adult
10072,Bud,Lynch,1990-05-07 00:00:00.000000,1199,3,Bud Lynch,35,Young Adult
10495,Harvey,Lindsay,1997-05-22 00:00:00.000000,703,2,Harvey Lindsay,28,Young Adult
10307,Van,Frank,1990-06-10 00:00:00.000000,217,3,Van Frank,35,Young Adult
10205,Raymond,Booth,1986-05-25 00:00:00.000000,854,1,Raymond Booth,39,Adult
10038,Juliane,Compton,1984-06-12 00:00:00.000000,194,2,Juliane Compton,41,Adult
10150,Virgil,Horne,1982-10-18 00:00:00.000000,1148,2,Virgil Horne,43,Adult
10248,Carmelina,Sykes,1982-08-31 00:00:00.000000,376,2,Carmelina Sykes,43,Adult
10478,Wan,Hardin,1993-12-14 00:00:00.000000,621,2,Wan Hardin,32,Young Adult
10683,Lane,Love,1970-07-29 00:00:00.000000,677,1,Lane Love,55,Adult
10888,Clay,Duffy,1961-05-25 00:00:00.000000,1169,1,Clay Duffy,64,Senior
10424,Santos,Atkinson,1969-09-14 00:00:00.000000,502,2,Santos Atkinson,56,Adult
10144,Jospeh,Hodges,1993-08-23 00:00:00.000000,477,1,Jospeh Hodges,32,Young Adult
10684,Lindsey,Henry,1983-01-30 00:00:00.000000,165,1,Lindsey Henry,42,Adult
10626,Johnson,Lawrence,,143,2,Johnson Lawrence,45,Adult
10763,Benedict,Roy,1991-11-03 00:00:00.000000,937,3,Benedict Roy,34,Young Adult
10539,Arletta,Sykes,1974-07-14 00:00:00.000000,138,1,Arletta Sykes,51,Adult
10337,Jamar,Brooks,1997-08-20 00:00:00.000000,590,2,Jamar Brooks,28,Young Adult
11031,Van,Rojas,1971-03-22 00:00:00.000000,590,3,Van Rojas,54,Adult
10179,Unknow,James,1972-05-09 00:00:00.000000,235,3,Unknow James,53,Adult
10871,Tiffiny,Vinson,1964-05-09 00:00:00.000000,362,2,Tiffiny Vinson,61,Senior
10855,Kit,Williamson,1961-06-20 00:00:00.000000,1142,1,Kit Williamson,64,Senior
10130,Wava,Strong,1987-12-14 00:00:00.000000,554,3,Wava Strong,38,Adult
10551,Ashley,Mayer,1995-05-13 00:00:00.000000,621,3,Ashley Mayer,30,Young Adult
10434,Raymundo,Castaneda,2000-07-02 00:00:00.000000,561,1,Raymundo Castaneda,25,Young Adult
10572,Demarcus,Hancock,1978-10-27 00:00:00.000000,642,3,Demarcus Hancock,47,Adult
10409,Ezekiel,Roth,1960-03-11 00:00:00.000000,193,1,Ezekiel Roth,65,Senior
10803,Omar,Vaughn,1991-02-09 00:00:00.000000,850,3,Omar Vaughn,34,Young Adult
10761,Yuri,Brennan,1961-08-09 00:00:00.000000,707,2,Yuri Brennan,64,Senior
10503,Simon,Nicholson,1985-05-31 00:00:00.000000,1110,1,Simon Nicholson,40,Adult
10968,Melvin,Logan,1961-05-15 00:00:00.000000,775,1,Melvin Logan,64,Senior
10426,Damion,Compton,1991-07-27 00:00:00.000000,1190,1,Damion Compton,34,Young Adult
10741,Leroy,Clarke,1962-06-17 00:00:00.000000,437,3,Leroy Clarke,63,Senior
10086,Rafael,Buck,1977-05-04 00:00:00.000000,524,1,Rafael Buck,48,Adult
10093,Jacquelyne,Mcpherson,1974-06-10 00:00:00.000000,1015,2,Jacquelyne Mcpherson,51,Adult
10468,Earnest,West,1983-03-14 00:00:00.000000,957,1,Earnest West,42,Adult
10926,Verline,Steele,1982-09-05 00:00:00.000000,391,3,Verline Steele,43,Adult
10929,Kareem,Schmidt,1992-07-27 00:00:00.000000,451,2,Kareem Schmidt,33,Young Adult
11012,Angelika,Hoover,1976-09-16 00:00:00.000000,901,3,Angelika Hoover,49,Adult
10362,Yessenia,Conner,1999-07-06 00:00:00.000000,704,1,Yessenia Conner,26,Young Adult
10648,Bradley,Richards,1977-05-19 00:00:00.000000,949,1,Bradley Richards,48,Adult
10525,Lucio,unknow,1967-11-13 00:00:00.000000,1060,1,Lucio unknow,58,Adult
10190,Kareen,Tyson,1987-05-15 00:00:00.000000,325,1,Kareen Tyson,38,Adult
10361,Hanh,Vincent,2025-09-28 15:01:42.854835,29,1,Hanh Vincent,0,Minor
10699,Claudio,unknow,1983-10-15 00:00:00.000000,614,2,Claudio unknow,42,Adult
10198,Jamaal,James,1998-08-06 00:00:00.000000,358,2,Jamaal James,27,Young Adult
10140,Eddie,Contreras,1972-07-11 00:00:00.000000,230,2,Eddie Contreras,53,Adult
10332,Salley,Buckner,1987-03-01 00:00:00.000000,1080,3,Salley Buckner,38,Adult
10069,Vena,Huber,1989-08-17 00:00:00.000000,905,2,Vena Huber,36,Adult
10063,Adolfo,Bean,1968-06-12 00:00:00.000000,358,2,Adolfo Bean,57,Adult
11055,Martin,Russo,1988-09-17 00:00:00.000000,116,3,Martin Russo,37,Adult
10168,Lonnie,Benson,1992-05-17 00:00:00.000000,916,3,Lonnie Benson,33,Young Adult
10672,Jaime,Santos,1999-12-05 00:00:00.000000,1010,1,Jaime Santos,26,Young Adult
11033,Johanne,Burch,1988-11-10 00:00:00.000000,934,1,Johanne Burch,37,Adult
11093,Larry,Lewis,1968-08-20 00:00:00.000000,103,3,Larry Lewis,57,Adult
10149,Elijah,Sweet,1972-11-14 00:00:00.000000,548,1,Elijah Sweet,53,Adult
10373,wrice,Giles,1982-11-23 00:00:00.000000,838,1,wrice Giles,43,Adult
10957,Adriene,Slater,1998-12-14 00:00:00.000000,917,2,Adriene Slater,27,Young Adult
10588,Dino,Valentine,1963-04-14 00:00:00.000000,674,1,Dino Valentine,62,Senior
11030,Rudolph,Patton,1990-11-04 00:00:00.000000,571,2,Rudolph Patton,35,Young Adult
10687,Alex,Blankenship,1972-06-01 00:00:00.000000,919,1,Alex Blankenship,53,Adult
10491,Delora,Richmond,1990-09-13 00:00:00.000000,39,3,Delora Richmond,35,Young Adult
10017,Kristopher,Whitaker,1987-01-01 00:00:00.000000,642,1,Kristopher Whitaker,39,Adult
10004,Natashia,Gillespie,1985-05-27 00:00:00.000000,668,2,Natashia Gillespie,40,Adult
10239,Sean,Pope,1997-09-13 00:00:00.000000,896,3,Sean Pope,28,Young Adult
10992,Deon,Kline,1976-12-31 00:00:00.000000,758,1,Deon Kline,49,Adult
10656,Genny,Woodard,2000-09-01 00:00:00.000000,1043,1,Genny Woodard,25,Young Adult
10937,Wes,Gamble,1970-10-05 00:00:00.000000,1047,1,Wes Gamble,55,Adult
11006,Deshawn,unknow,1973-01-20 00:00:00.000000,55,2,Deshawn unknow,53,Adult
10462,Vashti,Baldwin,1975-07-13 00:00:00.000000,530,3,Vashti Baldwin,50,Adult
10912,Mariano,Bean,1976-12-10 00:00:00.000000,95,2,Mariano Bean,49,Adult
10355,Jacquiline,unknow,1960-09-18 00:00:00.000000,1107,3,Jacquiline unknow,65,Senior
10043,Beau,Byrd,1976-05-08 00:00:00.000000,1044,3,Beau Byrd,49,Adult
10606,Theo,Ashley,1997-07-13 00:00:00.000000,937,1,Theo Ashley,28,Young Adult
10827,Romeo,Reed,1977-08-01 00:00:00.000000,15,3,Romeo Reed,48,Adult
10338,Otelia,Alexander,1998-01-26 00:00:00.000000,1200,1,Otelia Alexander,27,Young Adult
10778,Madie,unknow,1976-08-05 00:00:00.000000,371,1,Madie unknow,49,Adult
10607,Jesenia,Wade,1970-05-03 00:00:00.000000,637,2,Jesenia Wade,55,Adult
10298,Renetta,Logan,2000-08-08 00:00:00.000000,405,2,Renetta Logan,25,Young Adult
10559,Stephen,Hale,1990-05-26 00:00:00.000000,713,2,Stephen Hale,35,Young Adult
10142,Xavier,Meyer,1976-08-13 00:00:00.000000,785,2,Xavier Meyer,49,Adult
10364,Dannielle,Bray,1994-09-28 00:00:00.000000,1164,3,Dannielle Bray,31,Young Adult
10340,Omar,Whitakr,1996-01-15 00:00:00.000000,1183,1,Omar Whitakr,30,Young Adult
10112,Gene,Lopez,1992-10-01 00:00:00.000000,604,1,Gene Lopez,33,Young Adult
10020,Hilde,Kaufman,1968-11-23 00:00:00.000000,1190,2,Hilde Kaufman,57,Adult
10949,Boyd,Dickson,1997-02-18 00:00:00.000000,1172,1,Boyd Dickson,28,Young Adult
10138,Max,Kim,1963-02-22 00:00:00.000000,777,2,Max Kim,62,Senior
10700,Wendolyn,Powers,2000-01-21 00:00:00.000000,564,3,Wendolyn Powers,25,Young Adult
10627,Keenan,Good,1991-02-28 00:00:00.000000,782,1,Keenan Good,34,Young Adult
10226,Thurman,unknow,,1020,2,Thurman unknow,45,Adult
10574,August,Lamb,1996-06-09 00:00:00.000000,352,1,August Lamb,29,Young Adult
10203,Christopher,Randall,1995-05-05 00:00:00.000000,405,2,Christopher Randall,30,Young Adult
11066,Warren,Lawrence,2000-11-25 00:00:00.000000,65,3,Warren Lawrence,25,Young Adult
10075,Cythia,Marshall,1966-06-10 00:00:00.000000,1027,3,Cythia Marshall,59,Adult
10640,Emil,Rocha,1963-06-01 00:00:00.000000,86,3,Emil Rocha,62,Senior
10713,Gilbert,Bernard,,1139,1,Gilbert Bernard,45,Adult
10695,Mirella,Gibson,1961-03-16 00:00:00.000000,158,3,Mirella Gibson,64,Senior
10760,Rolando,Serrano,1995-04-24 00:00:00.000000,651,2,Rolando Serrano,30,Young Adult
10899,Corliss,Willis,1969-10-01 00:00:00.000000,331,1,Corliss Willis,56,Adult
10136,Isidro,Melendez,1984-02-03 00:00:00.000000,894,1,Isidro Melendez,41,Adult
10826,Onita,Christensen,1987-01-15 00:00:00.000000,70,3,Onita Christensen,39,Adult
10105,Lance,Mcleod,2000-04-21 00:00:00.000000,805,2,Lance Mcleod,25,Young Adult
10852,Chung,Neal,1991-08-06 00:00:00.000000,166,3,Chung Neal,34,Young Adult
10998,Booker,Booth,1997-10-27 00:00:00.000000,1184,2,Booker Booth,28,Young Adult
10658,Emerson,Mathis,1970-08-11 00:00:00.000000,91,2,Emerson Mathis,55,Adult
10764,Willodean,Calhoun,1992-06-09 00:00:00.000000,123,1,Willodean Calhoun,33,Young Adult
10451,Kurtis,Hanson,1965-08-08 00:00:00.000000,625,2,Kurtis Hanson,60,Adult
10302,Lexie,Hendrix,1996-03-28 00:00:00.000000,405,1,Lexie Hendrix,29,Young Adult
10624,Valene,Welch,1969-02-23 00:00:00.000000,655,3,Valene Welch,56,Adult
10494,Michel,Snider,1965-12-28 00:00:00.000000,1061,2,Michel Snider,60,Adult
10986,Hertha,Harmon,1961-11-17 00:00:00.000000,628,3,Hertha Harmon,64,Senior
10359,Loris,Chase,1970-08-31 00:00:00.000000,455,3,Loris Chase,55,Adult
11098,Amee,York,1976-02-19 00:00:00.000000,85,2,Amee York,49,Adult
10907,Carlee,Bradley,1960-10-24 00:00:00.000000,542,1,Carlee Bradley,65,Senior
10785,Cornell,Rosales,1961-07-22 00:00:00.000000,869,1,Cornell Rosales,64,Senior
10877,Londa,Sanchez,1986-04-19 00:00:00.000000,324,2,Londa Sanchez,39,Adult
10256,Leopoldo,Sweney,1991-01-04 00:00:00.000000,1124,2,Leopoldo Sweney,35,Young Adult
10331,Lynelle,Dyer,1990-05-22 00:00:00.000000,575,2,Lynelle Dyer,35,Young Adult
10421,Dann,Gilbert,1986-01-08 00:00:00.000000,792,3,Dann Gilbert,40,Adult
11062,Yevette,Fernandez,1964-07-24 00:00:00.000000,298,2,Yevette Fernandez,61,Senior
11039,Loren,Becker,1989-08-26 00:00:00.000000,914,1,Loren Becker,36,Adult
10773,Marchelle,Sexton,1972-03-14 00:00:00.000000,932,3,Marchelle Sexton,53,Adult
10552,Colby,Harmon,1961-04-09 00:00:00.000000,903,2,Colby Harmon,64,Senior
10842,Sherilyn,Middleton,1992-08-08 00:00:00.000000,354,2,Sherilyn Middleton,33,Young Adult
10526,Roman,Mcclain,1992-07-25 00:00:00.000000,1031,2,Roman Mcclain,33,Young Adult
11081,Sirena,Freeman,1978-03-10 00:00:00.000000,822,3,Sirena Freeman,47,Adult
10317,Michelina,Barber,1979-08-27 00:00:00.000000,1115,3,Michelina Barber,46,Adult
10334,Zandra,Soto,1973-10-23 00:00:00.000000,50,1,Zandra Soto,52,Adult
10202,Elizabeth,Tillman,1977-01-07 00:00:00.000000,261,1,Elizabeth Tillman,49,Adult
10583,Jeff,Rojas,1971-10-11 00:00:00.000000,306,1,Jeff Rojas,54,Adult
11034,Gonzalo,Rocha,1986-10-15 00:00:00.000000,463,3,Gonzalo Rocha,39,Adult
10268,Yahaira,Landry,1990-04-21 00:00:00.000000,641,1,Yahaira Landry,35,Young Adult
10040,Nenita,O'connor,1980-07-03 00:00:00.000000,1127,1,Nenita O'connor,45,Adult
10007,Rick,Rollins,1962-11-03 00:00:00.000000,762,1,Rick Rollins,63,Senior
10329,Gwyn,Schneider,1995-06-28 00:00:00.000000,1132,2,Gwyn Schneider,30,Young Adult
10250,Albertine,Baxter,1980-12-10 00:00:00.000000,976,1,Albertine Baxter,45,Adult
10549,Ray,Phelps,1977-08-05 00:00:00.000000,393,2,Ray Phelps,48,Adult
10071,Brady,Irwin,1996-08-11 00:00:00.000000,163,1,Brady Irwin,29,Young Adult
11067,Nicky,Parrish,1988-03-10 00:00:00.000000,556,3,Nicky Parrish,37,Adult
10113,Gaynelle,Mckee,1974-09-20 00:00:00.000000,130,1,Gaynelle Mckee,51,Adult
11021,Chanelle,Allen,1981-12-18 00:00:00.000000,98,2,Chanelle Allen,44,Adult
10193,Otha,Heath,1982-10-04 00:00:00.000000,753,2,Otha Heath,43,Adult
10056,Murray,Salazar,1975-08-14 00:00:00.000000,509,2,Murray Salazar,50,Adult
10969,Wenona,Newton,1982-07-19 00:00:00.000000,264,2,Wenona Newton,43,Adult
10143,Carol,Forbes,1981-07-03 00:00:00.000000,902,1,Carol Forbes,44,Adult
10970,Deandrea,Mckinney,1981-08-03 00:00:00.000000,60,3,Deandrea Mckinney,44,Adult
10095,Vernetta,Hooper,1972-05-18 00:00:00.000000,408,1,Vernetta Hooper,53,Adult
11019,Brain,Tucker,1987-10-08 00:00:00.000000,665,2,Brain Tucker,38,Adult
10632,Kenton,Francis,1998-09-08 00:00:00.000000,1209,3,Kenton Francis,27,Young Adult
10106,Jenine,Conner,2000-01-05 00:00:00.000000,1180,3,Jenine Conner,26,Young Adult
10943,Chang,Mckee,1963-06-09 00:00:00.000000,381,1,Chang Mckee,62,Senior
10482,Jetta,Vang,1999-07-19 00:00:00.000000,1186,2,Jetta Vang,26,Young Adult
10506,Taylor,Barry,1972-03-07 00:00:00.000000,151,1,Taylor Barry,53,Adult
10537,Ivory,Carter,1996-05-24 00:00:00.000000,145,2,Ivory Carter,29,Young Adult
10798,Virgilio,Singleton,1999-07-14 00:00:00.000000,299,3,Virgilio Singleton,26,Young Adult
10351,Valene,Perry,1967-06-18 00:00:00.000000,524,1,Valene Perry,58,Adult
10135,Ramiro,Hodge,1973-05-18 00:00:00.000000,1190,1,Ramiro Hodge,52,Adult
10914,Tien,Dale,1983-09-13 00:00:00.000000,697,1,Tien Dale,42,Adult
10650,Inger,Burt,1962-06-10 00:00:00.000000,3,3,Inger Burt,63,Senior
10879,Ivan,Morton,1996-07-13 00:00:00.000000,1035,2,Ivan Morton,29,Young Adult
10127,Jamie,Lynn,1978-11-25 00:00:00.000000,325,1,Jamie Lynn,47,Adult
11087,Unknow,Cortez,1969-10-14 00:00:00.000000,63,3,Unknow Cortez,56,Adult
10049,Gema,Mckenzie,1980-09-16 00:00:00.000000,869,1,Gema Mckenzie,45,Adult
10882,Latrisha,Maxwell,2025-10-06 15:01:42.854835,520,3,Latrisha Maxwell,0,Minor
10073,Armanda,Mcguire,1991-07-09 00:00:00.000000,1109,2,Armanda Mcguire,34,Young Adult
10844,Crissy,Mcclain,1985-01-13 00:00:00.000000,359,3,Crissy Mcclain,41,Adult
10841,Marty,Berger,1969-12-25 00:00:00.000000,684,2,Marty Berger,56,Adult
10435,Teddy,Harmon,1970-06-12 00:00:00.000000,745,3,Teddy Harmon,55,Adult
10653,Faviola,Robertson,,1067,2,Faviola Robertson,45,Adult
10505,Audrie,Juarez,,779,1,Audrie Juarez,45,Adult
10124,Arlinda,Franks,1970-11-06 00:00:00.000000,171,1,Arlinda Franks,55,Adult
10756,Miesha,Thornton,1975-05-28 00:00:00.000000,869,1,Miesha Thornton,50,Adult
10567,Federico,Vaughn,1982-02-13 00:00:00.000000,635,3,Federico Vaughn,43,Adult
10909,Nathanael,Flynn,1962-03-23 00:00:00.000000,900,3,Nathanael Flynn,63,Senior
10736,Cindie,Alston,2000-05-24 00:00:00.000000,98,2,Cindie Alston,25,Young Adult
10779,Amal,Drake,1980-01-26 00:00:00.000000,595,2,Amal Drake,45,Adult
10865,Aurore,Dominguez,1976-09-16 00:00:00.000000,280,1,Aurore Dominguez,49,Adult
10724,Shan,Robertson,1974-06-27 00:00:00.000000,413,2,Shan Robertson,51,Adult
11011,Shanae,Holden,1976-04-19 00:00:00.000000,363,3,Shanae Holden,49,Adult
11025,Romeo,Huff,1993-11-13 00:00:00.000000,12,2,Romeo Huff,32,Young Adult
